NOME DO PRODUTO,PREÇO
BICO LILLO SILICONE BISFENOL-A COD. 639020/ 639030	,	 4.90 
BICO LILLO SILICONE EXTRA AIR TAM 2 COD. 639050	,	 6.58 
BICO MAMADEIRA FLY COLORS C/ 1 UNID. REF. 350	,	 3.50 
BICO MAMADEIRA FLY COLORS ORTO C/ 1 UNID. REF. 370	,	 3.53 
BICO MAMADEIRA LILLO SILICONE DESIGN ORTO TAM 	,	 22.50 
BICO MAMADEIRA LILLO SILICONE REF. 9381 C/ 1 UNID	,	 10.98 
BICO MAMADEIRA ORTODONTICO LILLO C/ 1 UNID (4171)	,	 5.38 
BICO MAMADEIRA PETITA SILICONE C/1 UNID.	,	 3.50 
BICO SUPER MAMAD. LILLO C/1**  COD 9497	,	 19.35 
BICO SUPER MAMAD. LILLO SILICONE C/1** C/ 9297	,	 19.59 
BICONCOR 2.5 MG C/ 30 COMP.	,	 103.55 
BIGEN TINTURA (SORTIDOS)	,	 14.63 
BILIFLUX 100 ML	,	 28.82 
BIMATOPROSTA 0.3 MG COL. C/ 3 ML (EMS)	,	 112.07 
BIMATOPROSTA 0.3 MG COL. C/ 3 ML (GERMED)	,	 110.76 
BIMATOPROSTA 0.3 MG COL. C/ 3 ML (MEDLEY)	,	 103.44 
BIMATOPROSTA 0.3 MG COL. C/ 5 ML (EMS)	,	 166.15 
BI-NERISONA CR. 15 G	,	 38.88 
BINOTAL  500 MG C/ 1 COMP.	,	 3.32 
BINOTAL  500 MG C/ 12 COMP.	,	 44.42 
BINOTAL  500 MG C/ 18 COMP.	,	 66.79 
BINOTAL 1000 MG C/ 12 COMP.	,	 79.59 
BINOTAL 1000 MG C/ 18 COMP.	,	 119.32 
BINOTINE 250 MG C/ 1 AMP. 3 ML	,	 5.45 
BINOTINE BALS. 500 MG FR. C/1	,	 6.81 
BINOTINE INJ. 500 MG	,	 6.81 
BIO D GTS. C/ 20 ML LARANJA (GENOM)	,	 70.86 
BIO SOAK SOLUCAO P/ LENTES C/ 480 ML(TEUTO)	,	 52.50 
BIOARGI C C/ 16 COMP. EFERV. (UNIAO QUIMICA)	,	 55.17 
BIO-C 1 G C/ 10 COMP. EFERV. (UNIAO QUIMICA)	,	 21.43 
BIO-C 1 G C/ 30 / 3X10. EFERV. (UNIAO QUIMICA)	,	 44.75 
BIO-C GTS. C/ 20 ML (UNIAO QUIMICA)	,	 13.73 
BIO-C TRIPLA ACAO C/ 30 COMP. (UNIAO QUIMICA)	,	 70.06 
BIO-C XR 1 G C/ 30 COMP. (UNIAO QUIMICA)	,	 50.18 
BIO-C+ ZINCO C/ 10 COMP. EFERV. (UNIAO QUIMICA)	,	 25.33 
BIO-C+ ZINCO C/ 30 COMP. EFERV. (UNIAO QUIMICA)	,	 54.06 
BIOCOLOR TINT. KIT. (SORTIDOS) NIASI	,	 11.98 
BIOCORD ER 20 MG CPR. C/30	,	 56.10 
BIOFENAC 50 MG (DICLOF. SODICO)	,	 33.05 
BIOFENAC AER. 60 G (DIETALAMONIO)	,	 28.72 
BIOFENAC C.L.R. 75 MG (DICLOF. SODICO)	,	 35.85 
BIOFENAC DI  50 MG C/ 10 COMP. DISPERSIVEIS	,	 18.39 
BIOFENAC DI  50 MG C/ 20 COMP. DISPERSIVEIS	,	 38.70 
BIOFENAC GTS. 20 ML (DICLOF. RESINATO)	,	 23.46 
BIOFENAC LP 100 MG C/ 10 CAPS.	,	 27.96 
BIOFENAC LP 100 MG C/ 20 CAPS.	,	 55.87 
BIOFIBER FLACONETES C/12X10 ML	,	 53.16 
BIOFLAC 7.5 MG C/ 10 COMP. (SUPERA FARMA)	,	 34.81 
BIOFLAN 250 MG C/ 30 COMP.	,	 102.04 
BIOFLEX CART. C/ 4 COMP. (BIO-MACRO)	,	 3.72 
BIOFLEXIS COLAGENO TIPO II C/ 30 CAPS. (UNIAO QUIM	,	 63.34 
BIOFLEXIS COLAGENO TIPO II C/ 60 CAPS. (UNIAO QUIM	,	 131.97 
BIOFOR C 1 G C/ 10 COMP. (VITAMED)	,	 43.41 
BIOFORTONICO SUSP. C/ 500 ML	,	 32.74 
BIOFORTTIN (BIOTONICO) C/ 400 ML (PHARMASCIENCE)	,	 21.89 
BIOFORZAN FR. C/ 400 ML (ARTE NATIVA)	,	 25.18 
BIOFRUCTOSE 10 ML INJETAVEL  C/ 1 UNID. (BUNKER)	,	 10.59 
BIOHEPATON FLAC. C/ 10 ML (PHARMASCIENCE)	,	 4.09 
BIOHEPATON SOL. C/ 150 ML (PHARMASCIENCE)	,	 40.54 
BIOLIGHT C 600 MG C/ 60 COMP.	,	 53.37 
BIOLITY 600 MG C/ 60 CAPS. (CIFARMA)	,	 56.01 
BIOMAG 10 MG C/ 30 CAPS. (B2)	,	 55.19 
BIOMAG 15 MG C/ 30 CAPS. (B2)	,	 61.24 
BIOMETROX 2.5MG C/ 20 COMP	,	 26.15 
BION 3 FRASCO C/ 30 COMP.	,	 91.29 
BION 3 FRASCO C/ 60 COMP.	,	 164.42 
BIONDINA PLUS ANACONDA 100 ML	,	 5.20 
BIOPANTOVIT FLAC. C/ 10 ML (ARTE NATIVA)	,	 2.66 
BIOPANTOVIT SUSP. C/ 150 ML (ARTE NATIVA)	,	 42.76 
BIOSCINA COMP.DRG. C/20	,	 9.88 
BIOSCINA COMP.GOTAS 15ML	,	 8.56 
BIOSCINA COMP.INJ.  5 ML	,	 4.64 
BIO-SEL CPS.GEL C/30	,	 43.11 
BIOSTIM 1 MG CPR. C/8	,	 65.42 
BIOSTIN 1 MG INF. CAPS. C/8	,	 85.11 
BIOTONICO FONTOURA 400 ML	,	 44.75 
BIOTRAT 500 GR	,	 63.42 
BIO-VAGIN DRG. C/20	,	 8.46 
BIO-VAGIN* CR. VAG. C/ 40 G+ 10 APLICADORES	,	 74.16 
BIOVATOP 200 100 ML	,	 35.86 
BIOVERITAS 100 ML	,	 54.31 
BIOVITA C 1 G EFERV. C/ 10 COMP. (VITAMED)	,	 27.37 
BIOVITA C 2 G EFERV. C/ 10 COMP. (VITAMED)	,	 32.64 
BIOVITAL AS C/ 30 COMP.	,	 68.23 
BIOVITAL FR C/25 DRGS	,	 24.12 
BIOZINC KIDS FR. C/ 75 ML	,	 44.04 
BIPERIDENO 2 MG C/ 80 COMP.  (BASF)	,	 18.64 
BI-PROFENID 150 MG C/ 10 COMP.	,	 73.04 
BIPROSLAN C/ 1 AMP. + SERINGA (PHARLAB)	,	 26.30 
BISALAX C/  6 COMP. (BISACODIL) LAXANTE (UNIAO QUI	,	 2.49 
BISALAX C/ 20 COMP. (BISACODIL) LAXANTE (UNIAO QUI	,	 8.50 
BISMUBEL CX C/15 SACHETS SANVAL	,	 11.03 
BISMU-JET GTS. C/ 20 ML (CONTRA AFTAS) (LEGRAND)	,	 37.41 
BISOLVON GOTAS SOL. EXPEC. C/ 50 ML	,	 21.31 
BISOLVON XPE. EXPEC. ADULTO C/ 120 ML	,	 29.36 
BISOLVON XPE. EXPEC. INFANTIL C/ 120 ML	,	 25.63 
BISOPROLOL 1.25 MG C/ 30 COMP. (GERMED)	,	 63.43 
BISOPROLOL 1.25 MG C/ 30 COMP.(EMS)	,	 73.93 
BISOPROLOL 1.25 MG C/ 30 COMP.(MERCK)	,	 40.66 
BISOPROLOL 1.25 MG C/ 30 COMP.(TORRENT)	,	 40.84 
BISOPROLOL 2.5 MG C/ 30 COMP. (EMS)	,	 85.03 
BISOPROLOL 2.5 MG C/ 30 COMP. (MEDLEY)	,	 44.11 
BISOPROLOL 2.5 MG C/ 30 COMP. (MERCK)	,	 44.10 
BISOPROLOL 5 MG C/ 30 COMP. (EMS)	,	 98.20 
BISOPROLOL 5 MG C/ 30 COMP. (MEDLEY)	,	 53.70 
BISOPROLOL 5 MG C/ 30 COMP. (MERCK)	,	 103.45 
BISUISAN PO FR. C/ 50 G (COSMED)	,	 31.81 
BISURAN 8 MG/ 5 ML C/ 120 ML(EMS)	,	 21.36 
BLENOTRAT PRG 02+07 CAPSULAS	,	 32.28 
BLENOXANE INJ. 1 X 2 ML	,	 265.76 
BLENOXANE INJ. 15 MG 1 FR+AMP.	,	 344.13 
BLEPHAGEL 40G. C/100 APLICADORES	,	 0.00 
BLINKENE 15 ML	,	 15.35 
BLONDOR KIT CLAREADOR C/ SAC. 20 G + FRC. 60 ML	,	 23.42 
BLOQ MOUSSE AEROSOL FPS 50 C/ 50 ML (FQM)	,	 117.30 
BLOQUEADOR SOLAR LOCAO FPS 40 C/ 120 ML (LOREAL)	,	 50.25 
BLOWTEX PRESERV. C/ 3 UNID. (SORTIDOS)	,	 4.20 
BLOWTEX PRESERV. C/ 3 UNID. HOT	,	 5.48 
BLOWTEX PRESERV. C/ 3 UNID. ORGAZMAX +	,	 8.28 
BLOWTEX PRESERV. C/ 3 UNID. PRAZER PROLONG. RET.	,	 9.15 
BLOWTEX PRESERV. C/ 3 UNID. SABORES (SORTIDOS)	,	 5.00 
BLOWTEX PRESERV. C/ 3 UNID. SKYN (SORTIDOS)	,	 13.00 
BLOWTEX PRESERV. C/ 3 UNID. ZERO MAIS FINO	,	 4.66 
BLOWTEX PRESERV. LV  9 PG 6 UNID. TRADICIONAL	,	 5.32 
BLOWTEX PRESERV. LV 12 PG 10 UNID. SABORES	,	 12.29 
BLUMEL GUACO XPE. FR. C/ 120 ML	,	 21.17 
BLUMEL HEDERA 15 MG C/ 100 ML (BRAINFARMA)	,	 31.99 
BLUMEL XPE. C/ 150 ML (RORIPA NASTURTIUM + ASS)	,	 17.09 
BLUMEN CREME 30GR.	,	 16.43 
BLUMEN POMADA 45 GRS. (LUPER)	,	 14.89 
BLUSH EM PO VINYX 	,	 11.70 
BLUSH VIVAI MODERNO C/ PINCEL	,	 7.82 
BOBINA DE PAPEL P/ FAX TERMOPRINT (DATAPEL)	,	 5.68 
BOBINA DE PAPEL PDV P/ IMPRESORA FISCAL	,	 42.80 
BOBINA DE PAPEL PDV P/ IMPRESORA FISCAL C/ 30 UNID	,	 3.27 
BOBINA DE PAPEL PDV P/ IMPRESORA FISCAL C/ 30 UNID	,	 40.60 
BOBINA TERMICA 79 X 40 FIBRAS ALVEJADAS PERS	,	 2.60 
BODY ACTIVE LOCAO HIDRATANTE C/400 ML	,	 26.90 
BOLA P/ FISIOTERAPIA CRESPAS C/ 1 UNID.	,	 13.50 
BOLA P/ FISIOTERAPIA LISAS C/ 1 UNID.	,	 4.23 
BOLDO BELFAR FLAC. C/ 10 ML (BELFAR)	,	 3.84 
BOLDOBEBA FLAC. C/ 10 ML (MEDQUIMICA)	,	 3.99 
BOLDOBEBA LIQ. C/ 100 ML (BOLDO + ASS.)	,	 23.76 
BOLDOPEPTAN COMPRIMIDO  (NEOQUIM.)	,	 5.25 
BOLINHO BAUDUCCO BOB ESPONJA C/ 40 G	,	 1.25 
BOLINHO SABOR BRIGADEIRO C/ 40 G (BAUDUCCO)	,	 2.00 
BOLSA AGUA QUENTE M (MERCUR)	,	 70.59 
BOLSA TERMICA GEL C/  300 ML (SANITY)	,	 16.71 
BOLSA TERMICA GEL C/ 1 UNID. (MERCUR)	,	 20.51 
BOLSA TERMICA GEL C/ 1000 ML (SANITY)	,	 25.38 
BOLSA TERMICA GEL P (MERCUR)	,	 10.35 
BOLSA TERMICA M C/ 400 G (CREMER)	,	 13.95 
BOLSA TERMICA P/ AGUA QUENTE 2000 ML (SANITY)	,	 47.18 
BOLSA TERMICA P/ AGUA QUENTE 500 ML (MERCUR)	,	 47.99 
BOLT CAPS 500/ 400 MG C/ 30 CAPS.	,	 79.97 
BOM AR AIR WICK PURIFICADOR C/ 360 ML	,	 7.12 
BONALEN 70 MG (ALENDRO. DE SODIO)	,	 71.45 
BONE BANANA BOAT	,	 2.39 
BONECAL D 600 MG/ 400 UI C/ 30 COMP.	,	 40.65 
BONECAL D 600 MG/ 400 UI C/ 60 COMP. (EMS)	,	 81.22 
BONVIVA 150 MG C/ 1 COMP.	,	 320.58 
BORALINA 100 ML           VERITAS	,	 21.58 
BOSTON SIMPLUS C/ 120 ML (BAUSCH LOMB)	,	 107.54 
BOTHANICO HAIR ARGAN HIDRAT C/ 200 ML	,	 29.76 
BOTHANICO HAIR BRUMA PROT. CONDICIONANTE C/ 300 ML	,	 32.80 
BOTHANICO HAIR COND. C/ 200 ML REJUVENATE EXCELLEN	,	 29.76 
BOTHANICO HAIR COND. C/ 300 ML (SORTIDOS)	,	 29.76 
BOTHANICO HAIR COND. ENFIM CACHOS C/ 300 ML	,	 29.76 
BOTHANICO HAIR COND. ESPECIAIS C/ 300 ML	,	 29.76 
BOTHANICO HAIR COND. OJON C/ 300 ML	,	 29.76 
BOTHANICO HAIR COND. POS-QUIMICA C/ 300 ML	,	 29.76 
BOTHANICO HAIR CR. ENFIM CACHOS C/ 200 ML	,	 38.24 
BOTHANICO HAIR CR. SILICONE C/ 200 ML (SORTIDOS)	,	 29.54 
BOTHANICO HAIR EXTRATO NAT. JABORANDI C/ 100 ML	,	 25.12 
BOTHANICO HAIR FINALIZADOR POS-QUIMICA C/ 200 ML	,	 29.76 
BOTHANICO HAIR GELEIA ENFIM CACHOS C/ 200 ML	,	 38.24 
BOTHANICO HAIR KERAPLANT COND. C/ 250 ML (SORTID	,	 29.76 
BOTHANICO HAIR KERAPLANT LEAVE-IN C/ 200 ML	,	 29.76 
BOTHANICO HAIR KERAPLANT MASC. CAPILAR C/ 250 G	,	 38.24 
BOTHANICO HAIR KERAPLANT MASC. CAPILAR C/ 500 G	,	 42.08 
BOTHANICO HAIR KERAPLANT SH. C/ 250 ML (SORTIDOS	,	 29.76 
BOTHANICO HAIR LEAVE-IN TERMOATIVADO C/ 200 ML	,	 29.54 
BOTHANICO HAIR MASC. CAPILAR C/ 250 G (SORTIDOS)	,	 38.24 
BOTHANICO HAIR MASC. CAPILAR C/ 330 G (SORTIDOS)	,	 44.73 
BOTHANICO HAIR MASC. CAPILAR C/ 500 G (SORTIDOS)	,	 42.08 
BOTHANICO HAIR MASC. CAPILAR C/ 500 G (SORTIDOS)	,	 42.08 
BOTHANICO HAIR MASC. CAPILAR CHROME C/ 250 G	,	 38.24 
BOTHANICO HAIR MASC. CAPILAR ESPECIAL C/ 250 G	,	 38.24 
BOTHANICO HAIR MASC. CAPILAR ESPECIAL C/ 500 G	,	 42.08 
BOTHANICO HAIR MASC. CAPILAR REJUVENATE BIOPLASTIA	,	 38.24 
BOTHANICO HAIR MASCARA ENFIM CACHOS C/ 250 G	,	 38.24 
BOTHANICO HAIR OLEO DE TUTANO VIT. E C/ 100 ML	,	 28.96 
BOTHANICO HAIR POM. CAPILAR NOFRIZZ C/ 50 G	,	 25.12 
BOTHANICO HAIR QUERATINA C/ 100 ML	,	 28.96 
BOTHANICO HAIR REJUVENATE REVIEW BB CREAM 200 ML	,	 39.99 
BOTHANICO HAIR REPARADOR DE PONTAS C/ 32 ML	,	 28.64 
BOTHANICO HAIR SH. ARGAN C/ 300 ML	,	 29.76 
BOTHANICO HAIR SH. C/ 300 ML (SORTIDOS)	,	 29.76 
BOTHANICO HAIR SH. C/ 300 ML REJUVENATE EXCELLENS	,	 29.76 
BOTHANICO HAIR SH. ENFIM CACHOS C/ 300 ML	,	 29.76 
BOTHANICO HAIR SH. ESPECIAL C/ 300 ML	,	 29.76 
BOTHANICO HAIR SH. MATIZADOR C/ 300 ML	,	 29.76 
BOTHANICO HAIR SH. OJON C/ 300 ML	,	 29.76 
BOTHANICO HAIR SH. POS-QUIMICA C/ 300 ML	,	 29.76 
BOTHANICO HAIR SH. PROTEICO C/ 300 ML	,	 29.76 
BOTHANICO HAIR SHOCK THERAPY C/ 30 G	,	 6.40 
BOTHANICO HAIR UMIDIFICADOR C/ 300 ML (SORTIDOS)	,	 38.84 
BRAMICAR 80 MG C/ 30 COMP.	,	 100.53 
BRAMICAR 80 MG C/ 60 COMP.	,	 164.41 
BRAMICAR HCT 80/ 12.5 MG C/ 30 COMP.	,	 95.33 
BRAMICAR HCT 80/ 12.5 MG C/ 60 COMP.	,	 198.14 
BRASART 160 MG C/ 30 COMP.	,	 48.00 
BRASART 320 MG C/ 30 COMP.	,	 63.44 
BRASART BCC 160/ 5 MG C/ 30 COMP.	,	 107.68 
BRASART BCC 160/ 5 MG C/ 60 COMP.	,	 215.33 
BRASART BCC 320/  5 MG C/ 30 COMP.	,	 115.16 
BRASART BCC 320/  5 MG C/ 60 COMP.	,	 154.84 
BRASART BCC 320/ 10 MG C/ 30 COMP.	,	 96.71 
BRASART HCT  80/ 12.5 MG C/ 30 COMP.	,	 79.79 
BRASART HCT 160/ 12.5 MG C/ 30 COMP.	,	 86.72 
BRASART HCT 160/ 25 MG C/ 30 COMP.	,	 100.14 
BRASART HCT 320/ 12.5 MG C/ 30 COMP.	,	 92.83 
BRASART HCT 320/ 25 MG C/ 30 COMP.	,	 100.14 
BRAVAN HCT 160/ 12.5 MG C/ 30 COMP.	,	 64.39 
BREXIN CPR. C/10	,	 57.44 
BREXIN CPR. C/5	,	 28.97 
BREXIN PO ORAL C/10 ENV. 3 G	,	 71.85 
BREXIN SUPOS. C/5	,	 34.47 
BRICANYL EXP. C/ 100 ML	,	 32.26 
BRILHO BIFASICO C/ GLITER BC912	,	 5.10 
BRILHO CORPORAL C/ GLITER GEL	,	 2.70 
BRILHO DE RESINA 190ML SILICONADO	,	 3.00 
BRILHO FLEX SH. C/ 2000 ML (SORTIDOS) 2 LITROS	,	 13.41 
BRILHO FLEX SH. C/ 5000 ML (SORTIDOS)	,	 16.03 
BRILHO LABIAL ACQUALIPS C/ 1 UNID	,	 2.30 
BRILHO LABIAL DE FRUTAS	,	 2.00 
BRILHO LABIAL DOTE 10 ML	,	 3.85 
BRILHO LABIAL EXTASE 10ML	,	 2.15 
BRILHO LABIAL P & W C/ 1 UNID. REF. LG-15D	,	 3.38 
BRILHO LABIAL VENAS ROLLON C/ 1 UNID	,	 2.01 
BRILHO MOLHADO ATIV.DE CACHOS 190ML	,	 3.85 
BRILHO MOLHADO S/ENXAGUE 300 ML	,	 7.87 
BRILHP ROLLETE AVON	,	 8.99 
BRIMONIDINA. DEXTARTARATO 0.2% C/ 5 ML (ALCON)	,	 67.36 
BRIMONIDINA. DEXTROTARTARATO GTS. C/ 5 ML (MEDLEY)	,	 74.07 
BRIMONIDINA. TARTARATO 0.2% C/ 5 ML (BIOSINTETICA)	,	 65.77 
BRIMONIDINA. TARTARATO 2 MG C/ 5 ML (NEO QUIMICA)	,	 66.75 
BRINQUEDO ANTI STRESS C/ 1 UNID. DIVERSOS	,	 20.00 
BRINQUEDOS DIVERSOS  2.80 (SORTIDOS)	,	 2.80 
BRINQUEDOS DIVERSOS  3.35 (SORTIDOS)	,	 3.35 
BRINQUEDOS DIVERSOS  4.50 (SORTIDOS)	,	 4.50 
BRINQUEDOS DIVERSOS  5.60 (SORTIDOS)	,	 5.59 
BRINQUEDOS DIVERSOS  6.70 (SORTIDOS)	,	 6.71 
BRINQUEDOS DIVERSOS  9.00 (SORTIDOS)	,	 9.00 
BRINQUEDOS DIVERSOS 10.00	,	 10.00 
BRINQUEDOS DIVERSOS 11.00 (SORTIDOS)	,	 11.00 
BRINQUEDOS DIVERSOS 12.00 (SORTIDOS)	,	 13.00 
BRINQUEDOS DIVERSOS 15.00 (SORTIDOS)	,	 15.00 
BRINQUEDOS DIVERSOS 16.00 (SORTIDOS)	,	 16.00 
BRINQUEDOS DIVERSOS 22.00 (SORTIDOS)	,	 22.00 
BRINQUEDOS DIVERSOS 23.00 (SORTIDOS)	,	 23.00 
BRINQUEDOS DIVERSOS 24.00 (SORTIDOS)	,	 24.00 
BRINQUEDOS DIVERSOS 25.00	,	 25.00 
BRINQUEDOS DIVERSOS 26.00 (SORTIDOS)	,	 26.00 
BRINQUEDOS DIVERSOS 28.00 (SORTIDOS)	,	 28.00 
BRINQUEDOS DIVERSOS 29.00 (SORTIDOS)	,	 29.00 
BRINQUEDOS DIVERSOS 30.00 (SORTIDOS)	,	 30.00 
BRINQUEDOS DIVERSOS 32.00 (SORTIDOS)	,	 32.00 
BRINQUEDOS DIVERSOS 35.00 (SORTIDOS)	,	 35.00 
BRINQUEDOS DIVERSOS 36.00 (SORTIDOS)	,	 40.00 
BRINQUEDOS DIVERSOS 37.00 (SORTIDOS)	,	 37.00 
BRINQUEDOS DIVERSOS 45.00 (SORTIDOS)	,	 45.00 
BRINQUEDOS DIVERSOS 50.00 (SORTIDOS)	,	 50.00 
BRINQUEDOS DIVERSOS 51.00 (SORTIDOS)	,	 51.00 
BRINQUEDOS DIVERSOS 52.00 (SORTIDOS)	,	 52.00 
BRINQUEDOS DIVERSOS 56.00 (SORTIDOS)	,	 56.00 
BRINQUEDOS DIVERSOS 57.00 (SORTIDOS)	,	 57.00 
BRINQUEDOS DIVERSOS 60.00 (SORTIDOS)	,	 60.00 
BRISMUCOL XPE AD 50 MG C/120 ML	,	 51.07 
BRISMUCOL XPE PED 25 MG C/120 ML	,	 37.29 
BRITENS 2/ 5 MG SOL. OFT. C/ 5 ML	,	 116.88 
BROMAZEPAM 3 MG C/ 30 COMP. (B1) (EMS)	,	 23.62 
BROMAZEPAM 3 MG C/ 30 COMP. (B1) (MEDLEY)	,	 27.20 
BROMAZEPAM 3 MG C/ 30 COMP. (GERMED) (B1) 	,	 22.08 
BROMAZEPAM 6 MG C/ 30 COMP. (EMS) (B1)	,	 40.36 
BROMAZEPAM 6 MG C/ 30 COMP. (GERMED) (B1)	,	 34.95 
BROMEFLUI  XPE. C/ 120 ML (AIRELA)	,	 19.77 
BROMELIN SUSP. C/ 100 ML	,	 76.64 
BROMEXINA XPE. AD. C/ 120 ML (MEDLEY)	,	 24.91 
BROMEXINA XPE. INF. C/ 120 ML(EMS)	,	 14.47 
BROMIFEN GTS. C/ 20 ML (NEO QUIMICA)	,	 9.58 
BROMIL EXP. 200 ML	,	 13.93 
BROMIL XPE EXPEC. AD. 150 ML	,	 41.07 
BROMIL XPE EXPEC. GIG. 200 ML	,	 10.44 
BROMIL XPE EXPEC. INF. 150 ML	,	 39.71 
BROMOCAL SUSP. 120 ML	,	 35.53 
BROMOPRIDA 10 MG C/ 20 CAPS. (EMS)	,	 27.32 
BROMOPRIDA 10 MG C/ 20 CAPS. (GERMED)	,	 27.32 
BROMOPRIDA 10 MG C/ 20 CAPS. (LEGRAND)	,	 28.20 
BROMOPRIDA 10 MG C/ 20 CAPS. (MEDLEY)	,	 26.43 
BROMOPRIDA 10 MG C/ 20 COMP. (PRATI-DONADUZZI)	,	 29.87 
BROMOPRIDA GTS. C/ 20 ML (CIMED)	,	 22.03 
BROMOPRIDA GTS. C/ 20 ML (GERMED)	,	 19.73 
BROMOPRIDA GTS. C/ 20 ML (TEUTO)	,	 18.37 
BROMOPRIDA GTS. C/ 20 ML(NATIVA)	,	 26.65 
BROMOPRIDA GTS. C/ 20 ML(PRATI)	,	 20.30 
BROMOXON 3 MG C/ 20 COMP. (SANVAL) (B1)	,	 16.22 
BRONCHO VAXOM 3.5 MG C/ 10 CAPS. (INFANTIL)	,	 68.88 
BRONCHO VAXOM 3.5 MG C/ 30 CAPS. (INFANTIL)	,	 187.26 
BRONCHO VAXOM 7 MG C/ 10 CAPS. (NYCOMED)	,	 95.46 
BRONCO AMOXIL 250 MG SUS. 80 ML	,	 30.39 
BRONCO AMOXIL 500 MG CPS.C/15	,	 49.06 
BRONCOFENIL PAST. C/10	,	 16.31 
BRONCOFENIL XPE 100 ML	,	 45.64 
BRONCOFISIN XPE. ADUL (IODETO POTAS. + ASS)	,	 23.06 
BRONCOFISIN XPE. INF (IODETO POTAS. + ASS)	,	 20.03 
BRONCONAL XPE. 0.4MG/ML C/ 120 ML	,	 14.01 
BRONCO-PED 100ML	,	 29.12 
BRONCOPINOL INJ.  LUPER   UND	,	 174.27 
BRONCOTEN C/ 20 COMP.	,	 26.82 
BRONCOTEN XAP C/100 ML	,	 31.62 
BRONDILAT XPE. ADUL. C/ 120 ML (ACEBROFILINA)	,	 50.69 
BRONDILAT XPE. PED. C/ 120 ML (ACEBROFILINA)	,	 37.80 
BRONDYNEO XPE. ADULTO C/ 120 ML (NEO QUIMICA)	,	 54.96 
BRONDYNEO XPE. INF. C/ 120 ML (NEOQUIMICA)	,	 40.47 
BRONQTRAT XPE. C/ 100 ML (NATULAB)	,	 39.10 
BRONQUIDEX 150 ML	,	 10.82 
BRONQUIL EXPECTORANTE	,	 7.51 
BRONQUIMUCIL SUSP. 100ML	,	 17.48 
BRONQUITOS XPE. C/ 120 ML (LEGRAND)	,	 27.93 
BRONXAZOL 100MG C/20 (BELFAR) 	,	 21.54 
BRONXOL XPE. AD. 120 ML (CIFARMA)	,	 42.43 
BRONXOL XPE. INF. 120 ML (CIFARMA)	,	 28.15 
BRONZ. CEN. BRONZE POS SOL 110 ML	,	 6.80 
BRONZ. CEN. E URUCUM BIODERM 200ML	,	 8.57 
BRONZEADOR URUCUM 100ML	,	 4.89 
BROS 100 MG CP. C/20	,	 565.28 
BROZEPAX 3 MG CPR. C/20	,	 17.21 
BROZEPAX 6 MG CPR. C/20	,	 28.74 
BRUSH EM PO	,	 9.60 
BUCHA P/ BANHO M (KI BELLEZA)	,	 4.80 
BUCHA P/ BANHO VEGETAL C/ 1 UNID. (RICCA - BELLIZ)	,	 9.60 
BUCHA P/ BANHO VEGETAL C/ 1 UNID. (VIMAC)	,	 3.12 
BUCHA VEGETAL P/ BANHO C/ 1 UNID. (KI-BELLA)	,	 4.20 
BUCHA VEGETAL P/ BANHO C/ 1 UNID. (SANTA CLARA 311	,	 4.95 
BUCHINHA DE PANO C/ 1 UNID.	,	 1.50 
BUCHINHA ELASTICA BEAUTIFUL HAIR ORNAMENTS	,	 0.40 
BUCHINHA P/ CABELO C/ 2 UNID. (ESTRELLA)	,	 0.66 
BUCHINHA P/ CABELO C/ 2 UNID. (JEWERLY)	,	 0.50 
BUCHINHA P/ CABELO C/ 6 UNID. (JEWELRY / HOT STYLE	,	 1.35 
BUCHINHA P/ CABELO C/ PEDRAS 1 UNID	,	 2.25 
BUCHINHA P/ CABELO GRANDE SORTIDOS C/ 1 	,	 0.75 
BUCHINHA P/ CABELO MEDIA SORTIDOS C/ 1 	,	 0.40 
BUCHINHA P/ CABELO PEQ SORTIDOS	,	 0.25 
BUCHINHA P/ CABELO PEQ VARIAS CORES C/ 1 UNID	,	 0.10 
BUCHINHA P/ CABELO TRANCADOS C/ 1 UNID	,	 0.75 
BUCHINHA P/ CABELO TRANCADOS PEQUENO C/ 1 UNID	,	 0.40 
BUCHINHA RABICO GRANDE P/ CABELO C/ 1 UNID	,	 1.20 
BUCHINHA SILICONE P/ CABELO C/ 1 SAC	,	 0.90 
BUCLIFEN-VIT C/ 20 COMP 	,	 31.71 
BUCLIFEN-VIT SUSP FR 100 ML	,	 29.29 
BUCLINA 25 MG C/ 30 COMP.	,	 19.88 
BUCLIPLEX CX. C/ 30 COMP. (DOVALLE)	,	 46.21 
BUCLIPLEX SUSP. C/ 120 ML (DOVALLE)	,	 44.10 
BUDECORT AQUA 32 MCG (BUDESONIDA)	,	 42.26 
BUDECORT AQUA 64 MCG (BUDESONIDA)	,	 74.89 
BUDESONIDA 32 MCG C/ 120 DOSES (EMS)	,	 26.16 
BUDESONIDA 64 MCG SPRAY C/ 120 DOSES (EMS)	,	 46.39 
BUFEDIL 150 MG (BUFLOMEDIL)	,	 96.61 
BUFEDIL 300 MG (BUFLOMEDIL)	,	 185.90 
BUFEDIL 600 MG (BUFLOMEDIL)	,	 161.04 
BUFEDIL INJ. 1 AMP. (BUFLOMEDIL)	,	 10.23 
BUFEDIL INJ. 5 X 5 ML  (BUFLOMEDIL)	,	 51.20 
BUFFERIN AD. CP. C/30	,	 29.95 
